yrwoy,word,count
201131,Landwirtin,1
201131,Landwirtschaft,3
201131,Leute,1
201131,Licht,1
201131,Lichte,1
201131,Lohnsteuerkarte,1
201131,Lust,1
201131,Mafia-Organisation,1
201131,Mann,1
201131,Mehrkosten,1
201131,Meinung,2
201131,Meisterbrief,1
201131,Meisterprüfung,1
201131,Ministern,1
201131,Mittel,3
201131,Munitionsreste,1
201131,Nachfolgeprojekte,1
201131,Nachnamen,1
201131,Nachrichten,1
201131,Niederlassung,2
201131,Nordwest-Medien,1
201131,Not,1
201131,Offenlegung,1
201131,PARLAMENTS,1
201131,Plakette,1
201131,Posten,1
201131,Produkt,1
201131,Prof.,1
201131,Programme,1
201131,Projekten,1
201131,Proteste,1
201131,Punkte,1
201131,Quellenangaben,1
201131,Rahmen,9
201131,Ratifizierung,1
201131,Rechnungen,1
201131,Rechtsbruch,1
201131,Rechtslage,1
201131,Rechtsprechung,1
201131,Rechtsstaat,1
201131,Rechung,1
201131,Report,1
201131,Rückkehrer,3
201131,Sachgüter,1
201131,Sachstand,1
201131,Sachverständigenausschusses,1
201131,Sanierung,1
201131,Schornsteinfegermeisters,1
201131,Schul,1
201131,Section,1
201131,Seite,3
201131,Senkung,1
201131,Sicherheitsbereich-Grenze,1
201131,Spenden,1
201131,Stadtverwaltung,1
201131,Stahlfasserbeton,1
201131,Standardversorgung,1
201131,Standklimaanlagen,1
201131,Standortübungsplatzes-Schieß,1
201131,Stellungnahme,1
201131,Steuerbegünstigungen,1
201131,Strecke,1
201131,Städten,1
201131,Subventionen,1
201131,Tagesordnung,1
201131,Tatsache,1
201131,Testweise,1
201131,Tischlerlehre,1
201131,Tätigkeiten,1
201131,US-Militär,1
201131,Umsetzung,1
201131,Umweltinformationen,132
201131,Umweltzone,1
201131,Unbekannten,1
201131,Unfallvers,1
201131,Unternehmen,3
201131,Unterschiede,1
201131,Unterstützung,3
201131,Urananreicherung,1
201131,VERORDNUNG,1
201131,VIG,132
201131,Veranlassung,1
201131,Verbeamtete,1
201131,Verdacht,3
201131,Verhinderung,1
201131,Verkehrskontrollen,1
201131,Verkehrssicherheit,1
201131,Verlag,1
201131,Verletzte,1
201131,Vertragspartner,1
201131,Vertreten,1
201131,Verwirklichung,1
201131,Veröffentlichungen,1
201131,Vielzahl,1
201131,Vollzeitarbeitskräfte,1
201131,Vor-Internzeiten,1
201131,Vorgang,132
201131,Vorliegen,1
201131,Vorschlag,1
201131,Wahlkampfes,1
201131,Wahlrecht,2
201131,Warntext,1
201131,Wasser,1
201131,Westerwelle,1
201131,Wettbewerb,1
201131,Wiederaufbaus,1
201131,Wissenstransfer,4
201131,Wohnungsleerstand,1
201131,Zahlen,1
201131,Zaun,1
201131,Zentralbanken,1
201131,Ziel,1
201131,Zugang,1
201131,Zuge,1
201131,Zusagen,2
201131,Zusammenschlusses,1
201131,Zuschusses,1
201131,Zustand,1
201131,``,16
201131,retention,1
201131,wikipedia,2
201131,Ämter,1
201131,Änderungen,2
201131,Ärzteversorgung,1
201131,Öffentlichkeit,1
201131,Übertragung,1
201131,örperschaft,1
201132,Abs,21
201132,Adresse,6
201132,Altersversorgung,1
201132,Angemessenheit,1
201132,Antrag,21
201132,Auskunft,23
201132,Bahn,1
201132,Betreiben,2
201132,Betroffenen,1
201132,Bewaffnungskatalog,1
201132,Blick,1
201132,Breite,1
201132,Bundesanstalt,1
201132,Bundesjustizministeriums,1
201132,Bundesregierung,1
201132,Bundeswehreinsatz,1
201132,Einsätzen,1
201132,Erachtens,21
201132,Erbitte,1
201132,Euro-Bonds,1
201132,Fußwege,1
201132,Fußweges,4
201132,Gelder,1
201132,Geschreibsel,1
201132,Gesundheitsamt,1
201132,Grundgebühr,1
201132,Hersteller,1
201132,Höhe,25
201132,Höhen,1
201132,Information,1
201132,Kampagnen,1
201132,Kampagnenbestandteile,1
201132,Kampfwert,1
201132,Kanone,1
201132,Konfiguration,2
201132,Lage,1
201132,Lebensmittel,1
201132,Lebensmittelbuch-Kommission,1
201132,Lebensmittelproduzenten,1
201132,Liste,2
201132,Lkw,1
201132,Luftverkehrs,1
201132,Meldung,1
201132,Mittel,1
201132,Namen,1
201132,Oberfläche,1
201132,Partnerschaft,1
201132,Programm,1
201132,Projektname,1
201132,Protokolle,1
201132,Sachverstand,1
201132,Schwenkbare,1
201132,Seiten,2
201132,UHT,2
201132,UIG,21
201132,Unrechtmäßigkeit,1
201132,Unternehmen,1
201132,Verbraucherinformation,21
201132,Verfahren,2
201132,Verkehrssicherungspflicht,1
201132,Verschlussfrist,1
201132,Versicherten,1
201132,Verzögerung,1
201132,Vorgang,21
201132,Vorgängen,1
201132,Weg,2
201132,Wege,1
201132,Wirtschaft,1
201132,Zeitplan,1
201133,Abendblatt,1
201133,Aktenauskunft,14
201133,Alten,1
201133,Anonymer,3
201133,Anteile,1
201133,Arbeitgeberanteile,1
201133,Aufkäufe,1
201133,Auflistung,2
201133,Auskunft,15
201133,Auskünfte,28
201133,Banken,2
201133,Beamten,1
201133,Behörde,14
201133,Beschluss,1
201133,Damen,1
201133,Einnahmen,2
201133,Empfangsgerät,1
201133,Entwicklung,1
201133,Erachtens,14
201133,Erweiterungsbau,1
201133,Gebühren,15
201133,Geldsummen,4
201133,Gepraechsprotokolle,1
201133,Gutachtens,1
201133,Handelsgesetzbuch,1
201133,Hausnr,1
201133,Heimes,1
201133,Koenigreich,2
201133,Kriegswaffen,1
201133,Künstlersozialkasse,1
201133,Landes,1
201133,Mengen,2
201133,Mittel,2
201133,Monats,14
201133,Pensionen,1
201133,Personen,1
201133,Pläne,1
201133,Politiker,1
201133,Polizeieinsätze,1
201133,Preis,2
201133,Private,1
201133,Prozentsatz,2
201133,Sicherheitskräfte,2
201133,Staatsanleihen,2
201133,Tätigkeit,2
201133,UIG,14
201133,Umweltinformationen,14
201133,Unterlagen,3
201133,Unterlagen/Information,1
201133,Verbraucherinformation,14
201133,Verfügung,1
201133,Vertraege,1
201133,Waffenrechts,1
201133,Zeit,2
201133,Änderung,1
201134,Ablauf,10
201134,Abs,12
201134,Akteineinsicht,1
201134,Akteneinsicht,1
201134,Altersrente,1
201134,Amtsleiter,1
201134,Anfragen,1
201134,Antrag,10
201134,Behörde,10
201134,Beistand,2
201134,Bescheid,2
201134,Bundesjustizministerin,1
201134,Gebühren,10
201134,GmbH,1
201134,Grundgesetz,4
201134,Grundlagen,1
201134,Höhe,10
201134,Jobcenter,5
201134,Jobs,1
201134,K,1
201134,KfW,3
201134,Kranken,1
201134,Kreditanstalt,2
201134,Menschen,1
201134,Mitarbeitern,1
201134,PRÄAMBEL,1
201134,Protokolle,1
201134,Schriftverkehr,1
201134,Teilhabe,2
201134,Tiere,1
201134,Urkunden,1
201134,VG,1
201134,VIG,10
201134,Verbraucherschutz,1
201134,Versicherten,2
201134,Verträge,1
201134,Vorgang,11
201134,Vorwort/Einleitung,1
201134,Weisungen,1
201134,Zuschrift,2
201134,Zutritt,1
201134,Zuwendungen,1
201134,Übersicht,2
201135,Ampelograph,1
201135,Bahnstrecken,1
201135,Behörde,5
201135,Bund,1
201135,Damen,2
201135,Erachtens,5
201135,Erfassung,1
201135,Finanzamt,1
201135,Forschungsprojetkt,1
201135,Grundlage,1
201135,Güterzugverkehr,1
201135,Mineralölkonzerne,1
201135,Mineralölsteuer,1
201135,Nr,5
201135,Pflegedialoge,1
201135,Pflegedialogs,1
201135,Politik,1
201135,Presseberichten,1
201135,Vertretung,1
201135,Ölkonzernen,1
201136,%,4
201136,Abgabe,1
201136,Abs,6
201136,Altersvorsorge,1
201136,Anteil,2
201136,Ausgaben,3
201136,Behörde,5
201136,Beteiligung,1
201136,Bitte,1
201136,Deckung,1
201136,Einkommen,3
201136,Erwähnung,1
201136,Euro,1
201136,Fakten,1
201136,Fall,2
201136,Haushaltsgesetzes,1
201136,Höhe,5
201136,Jahren,1
201136,Jahresende,1
201136,Kopie,1
201136,Kreditlast,1
201136,Mitarbeitern,1
201136,Monats,5
201136,Partei,1
201136,Rahmen,1
201136,Renten,1
201136,Satz,5
201136,Verbraucherinformation,6
201136,Verfügung,1
201136,Vergleich,1
201136,Vorsorge,1
201136,Wahlkampf,1
201136,``,3
201136,§,30
201137,Ablauf,4
201137,Agenturbezirke,1
201137,Aktenauskunft,4
201137,Antrag,4
201137,Arbeit,1
201137,Arbeitslosenquote,2
201137,Bereichen,2
201137,Computer,6
201137,Dorste,1
201137,Empfangsbestätigung,4
201137,Empfänger,1
201137,Gebühren,4
201137,Gefährdung,1
201137,Geschlecht,1
201137,Gesetzes,4
201137,Häufigkeit,1
201137,Höhe,4
201137,IVBB,1
201137,IVBV/BVN,1
201137,Kontakte,1
201137,Kosten,4
201137,Kunden,1
201137,Ortsteilen,2
201137,Postanschrift,3
201137,Staffelung,1
201137,Umweltinformationsgesetz,4
201137,VIG,4
201137,Zeit,1
201138,A,1
201138,Anteil,1
201138,Aufklärung,1
201138,Auflage,1
201138,Aufwendungen,1
201138,August,1
201138,Ausbildung,1
201138,Auskunft,12
201138,Auslage,1
201138,BE,1
201138,Bescheid,1
201138,Bundestages,1
201138,Bündnismitgleider,1
201138,C1E,1
201138,Damen,1
201138,Dank,1
201138,Daten,6
201138,Elster,1
201138,Erachtens,10
201138,Ermittlungsverfahren,1
201138,Erstellung,1
201138,Finanzamt,1
201138,Flyer,7
201138,Gesetzes,10
201138,Grüßen,10
201138,Jahre,1
201138,Kindern,1
201138,L,2
201138,Leistungsberechtigte,1
201138,Naturschutz,1
201138,Nr,10
201138,Ort,1
201138,Postanschrift,4
201138,Punkt,1
201138,Renteneinkünfte,1
201138,Sicherung,1
201138,Steuerbescheides,1
201138,Tankstelle,3
201138,Teerstrasse,1
201138,Umweltinformationen,10
201138,Umweltinformationsgesetz,10
201138,Verbindung,1
201138,Verfügung,1
201138,Vergleich,1
201138,Vorgang,10
201138,Vorraus,1
201138,ZFA,3
201138,Zahlungen,1
201138,Zeitraum,1
201138,Zugang,1
201139,2010/Anfang,1
201139,Abflüge,1
201139,Abkommen,1
201139,Ablauf,13
201139,Adresse,4
201139,Argument,2
201139,Auskunft,15
201139,BVerfG,1
201139,Beispiel,1
201139,Bereitstellung,1
201139,Brief,1
201139,Bundesstraße,1
201139,Doppelbelastungen,1
201139,Erachtens,14
201139,Falschaussage,1
201139,Formalien,1
201139,Gebühren,12
201139,Gebührenpflicht,1
201139,Grüßen,13
201139,Hartz-IV-Regelsätze,3
201139,Herren,2
201139,Informationen,28
201139,Internformat,1
201139,Kopie,1
201139,Kosten,16
201139,Liste,1
201139,Ministerium,2
201139,Neuberechnungsvorgangs,1
201139,PDF,1
201139,Regelsatz,1
201139,Routenvorschlag,1
201139,Sache,1
201139,Sossusvlei,1
201139,Stande,1
201139,Straftat,1
201139,Umweltinformationen,12
201139,Uranförderländer,2
201139,Uranversorgung,2
201139,Verfahren,1
201139,Verwaltungsgebührenordnung,1
201139,Vorgaben,1
201139,Wort,1
201140,%,2
201140,11.10.2007,1
201140,Abgeordneten,1
201140,Abrechnungsunterlagen,1
201140,Antrag,11
201140,Anzahl,1
201140,Aufhebung,1
201140,Ausbau,1
201140,BKA-Zentraldatei,1
201140,Betriebe,2
201140,Bundestagspräsident,1
201140,Datei,4
201140,Erklärung,1
201140,Flugbereitschaft,2
201140,Forste,1
201140,Frage,2
201140,Frau,1
201140,Geltungsbereich,1
201140,Gewalttäter,1
201140,Gültigkeit,1
201140,Informationen,22
201140,Inhalt,1
201140,Korrespondenz,1
201140,Ministerium,1
201140,Moscheen,1
201140,Nachrichtenmagazins,1
201140,Nr,11
201140,Nutzung,1
201140,Oberhaupt,1
201140,Organisationen,2
201140,PMK-links,1
201140,Panzer,1
201140,Person,1
201140,Programm,1
201140,Schaden,1
201140,Schussversuche,1
201140,Sinne,22
201140,Staates,1
201140,Staatsbesuchs,1
201140,Step,2
201140,Strassennetzes,1
201140,UH,1
201140,VIG,11
201140,Verbesserung,11
201140,Verhältnis,2
201140,Zusammenhang,1
201140,Zustimmung,1
201140,Zuwendungen,2
201140,Übungen,1
201141,Abs,3
201141,Amt,1
201141,Anbieter,1
201141,Anzeige,2
201141,Arbeitsmarktneutralität,1
201141,Ausführung,1
201141,Ausgabe,1
201141,Behörde,3
201141,Broschüre,1
201141,Bundesfreiwilligendienst,1
201141,Einzelfällen,1
201141,Erachtens,3
201141,Fachkräftegebot,1
201141,Förderung,1
201141,Förderungen,1
201141,Gebühren,4
201141,Gesetzes,3
201141,Höhe,3
201141,Informationen,6
201141,Jahre,1
201141,Kernaufgaben,1
201141,Monats,3
201141,Möglichkeit,1
201141,Nachrichtenmagazin,1
201141,Namen,1
201141,Postanschrift,3
201141,Projektname,1
201141,Sinne,6
201141,Stellen,3
201141,Umweltinformationen,3
201141,§,15
201142,Abs,4
201142,Aktenauskunft,4
201142,Auskunft,4
201142,Behörde,4
201142,Devisen,1
201142,Empfangsbestätigung,4
201142,Gefühl,1
201142,Grüßen,4
201142,Kosten,4
201142,Länder,1
201142,Mark,1
201142,Mitarbeiter,1
201142,Motivation,1
201142,Polizei,1
201142,Satz,4
201142,UIG,4
201142,VIG,4
201142,Vorschriften,4
201143,Antrag,2
201143,Auskünfte,4
201143,Betriebs,1
201143,Betriebshygiene,1
201143,Bundestages,1
201143,Einsicht,1
201143,Informationen,4
201143,Name,1
201143,Nr,2
201143,Sicherheit,1
201143,Sinne,4
201143,Umweltinformationen,2
201143,Verbraucherinformation,2
201143,Verstoßes,1
201143,Vorschriften,2
201143,Zuverlässigkeit,1
201144,Ablauf,5
201144,Anlageprodukten,1
201144,Anwendungshinweise,3
201144,Ausschlussgründe,5
201144,Bevölkerungszahl,1
201144,Damen,1
201144,Entlastung,1
201144,Gebühren,5
201144,Größe,1
201144,Grüße,1
201144,Grüßen,5
201144,Herren,1
201144,Im-Export,1
201144,Industrieproduktion,1
201144,Informationen,11
201144,Informationsblätter,1
201144,Juli,1
201144,Kanal,1
201144,Kosten,6
201144,Kunden,1
201144,Müggelseeroute,3
201144,Produktangaben,1
201144,Produktinformationsblatt,1
201144,S.,2
201144,Sinne,10
201144,VIG,5
201144,Vorläufigen,3
201144,Zahlen,1
201144,km,1
201145,Aktenauskunft,6
201145,Altkleidercontainer,1
201145,Ausschlussgründe,6
201145,Biersorten,1
201145,Bitte,1
201145,Bundestag,1
201145,Daten,3
201145,EGOWi,1
201145,Grüßen,8
201145,Herren,1
201145,Höhe,6
201145,II-Regelsätze,1
201145,Informationen,12
201145,Klagen,1
201145,Kosten,6
201145,Lage,1
201145,Link,1
201145,Liste,2
201145,Nr,6
201145,OVG,1
201145,Ordnungswidrigkeiten,1
201145,Ordnungswidrigkeitengesetz,1
201145,UIG,6
201145,Verfassungskonformität,1
201145,Wertstoffhöfe,1
201145,Wettbewerbs,1
201147,%,1
201147,01.04.2006,1
201147,Ablehnung,1
201147,Aktenkopie,1
201147,Anstrengungen,1
201147,Antrags,3
201147,Auskünfte,28
201147,Babesiose,6
201147,Bartonellen,3
201147,Behörde,14
201147,Bereich,1
201147,Blut,1
201147,Blutspenden,2
201147,Bundesgesundheitsministerium,3
201147,Einschätzung,1
201147,Erkenntnisse,3
201147,Forschung,1
201147,Forschungsergebnissen,1
201147,Förderung,1
201147,Informationen,28
201147,Kernaufgaben,1
201147,KiGGs,1
201147,Krankheiten,2
201147,LB-Infektion,1
201147,Langzeituntersuchungen,2
201147,Leitlinien,1
201147,Lyme,2
201147,Menschen,1
201147,Missstand,2
201147,Mißstand,1
201147,Monats,14
201147,NRZ,1
201147,Prävalenz,8
201147,Rahmen,2
201147,Sentinel-Studien,1
201147,Steigerung,2
201147,Thema,1
201147,Therapielangzeituntersuchungen,2
201147,äge,1
201148,Adresse,2
201148,Anfrage,1
201148,Behörde,4
201148,Daten,3
201148,Gewalt,1
201148,Hochschul-Informations-Systems,1
201148,Höhe,4
201148,Kosten,4
201148,Link,1
201148,Monats,4
201148,Natur,2
201148,Sexuelle,1
201148,Silberjodid,1
201148,Thema,2
201148,UIG,4
201148,Umweltinformationen,4
201148,Wolkenimpfung,1
201148,Zusendung,1
201148,Zweck,1
201149,Arbeitsgelegenheiten,1
201149,Aufgaben,1
201149,Aufklärung,1
201149,Ausbreitung,1
201149,Beachtung,1
201149,Belastungen,1
201149,Borreliose,2
201149,Bundesagentur,1
201149,Bundesgesundheitsblatt,1
201149,Bundesregierung,2
201149,Daten,10
201149,Diagnose,1
201149,Durchschnitt,1
201149,EU,1
201149,Einsatz,1
201149,Entwicklung,2
201149,Ergebnis,3
201149,Erkrankung,3
201149,Erreger,2
201149,Expertentreffen,2
201149,Gebühren,11
201149,Gesundheitsforschung,1
201149,Gesundheitsziele,1
201149,Gründen,1
201149,Grüßen,11
201149,Höhe,11
201149,IFG,1
201149,Impfstoffen,1
201149,Instrument,1
201149,Inzidenz,1
201149,Jahr,4
201149,Jahre,1
201149,Jahren,4
201149,KiGGS-Serosurveys,1
201149,LB,10
201149,Lyme,2
201149,Lyme-Borreliose,10
201149,Meldung,1
201149,Mensch,4
201149,Mobilfunkgeräten,3
201149,NRZ,1
201149,Orientierung,1
201149,Personen,1
201149,Prävention,1
201149,Präventionsmaßnahmen,1
201149,RKI,2
201149,Roadmap,1
201149,Schreiben,1
201149,Staaten,1
201149,Surveillance,1
201149,Testkit,1
201149,Umweltinformationsgesetz,11
201149,Unterschiede,1
201149,Verbesserung,12
201149,Verbraucherinformation,11
201149,Welchen,1
201149,Ziel,4
201149,Übersendung,1
201149,Überwachung,2
201149,„,1
201150,01.04.2011,1
201150,AGHs,2
201150,Angabe,1
201150,Auflistung,1
201150,Auskünfte,12
201150,Auswirkungen,1
201150,BA,3
201150,Bildung,1
201150,Bitte,1
201150,Durchschnitt,2
201150,Einsichtsrecht,1
201150,Ergebnisse,1
201150,Gesetzes,6
201150,Google,1
201150,Institut,1
201150,Kenntnis,1
201150,Leistungen,2
201150,Missbrauch,2
201150,Nr,6
201150,Oberverwaltungsgericht,1
201150,Statistiken,1
201150,Strafgefangenen,1
201150,Umweltinformationsgesetz,6
201150,VIG,6
201150,Verstosses,1
201150,Verstöße,1
201150,Wettbewerbsneutralität,1
201150,Ärzten,1
201151,Ablauf,5
201151,Antrag,6
201151,Auftrag,1
201151,Einzelpositionen,1
201151,GmbH,1
201151,Grüßen,5
201151,Integrationserfolgen,1
201151,Laborkit,1
201151,Reaktorsicherheit,1
201151,Recherchen,1
201151,Satz,5
201151,Stellen,1
201151,Steuermitteln,1
201151,VEB,1
201151,Vertragspartner,1
201151,Wahrung,1
201151,Wochen,1
201151,Zusammenfassung,1
201152,07/04/2008,1
201152,17/08/2010,1
201152,20/01/2010,1
201152,22.6.2010,1
201152,Abs,2
201152,Altenberge,1
201152,Auskünfte,4
201152,Ausschlussgründe,2
201152,BMG,1
201152,Behörde,2
201152,Berichte,1
201152,Borreliose,1
201152,Dank,2
201152,Eingang,2
201152,Empfangsbestätigung,2
201152,Fälle,2
201152,Gebühren,2
201152,Gesetzes,2
201152,Hannover-Linden,1
201152,Level-crossing,1
201152,Monats,2
201152,Streckenabschnitt,1
201152,Süd,1
201152,Untersuchung,2
201152,Untersuchungsberichte,1
201152,Voerde,2
201152,Vorschriften,2
201152,Weinstraße,1
201152,km,8
201201,AZ,3
201201,Abfälle,1
201201,Adresse,2
201201,Aktenordnungen,1
201201,Amtsverschwiegenheit,1
201201,Anspruch,1
201201,Auswirkungen,1
201201,Bearbeiter,1
201201,Begleitdokumentationen,1
201201,Benachrichtigung,1
201201,Bezieher,1
201201,Borreliose-Inzidenz,1
201201,Bruder,4
201201,Bundesebene,1
201201,Bundesminister,1
201201,Bundesrepublik,1
201201,Datumsangabe,1
201201,Dokument,1
201201,Dokumenten,1
201201,E-Mail,1
201201,Einsicht,1
201201,Empfangsbestätigung,25
201201,Empfehlungen,1
201201,Erachtens,26
201201,Fachkraft,1
201201,Flugobjekte,1
201201,Format,2
201201,FragDenStaat.de,1
201201,Frauen,1
201201,Graph,1
201201,Grüßen,25
201201,Gutachen,1
201201,IV-System,1
201201,Informationspflichten,1
201201,Infrastrukturprojekte,1
201201,Interesse,1
201201,Jahre,2
201201,Jahren,1
201201,Kredite,1
201201,Mailbox,1
201201,Meldepflicht,2
201201,Millionen,2
201201,Mitglieder,3
201201,Monaten,1
201201,Nr,24
201201,Protokoll,1
201201,Rentenhöhe,1
201201,Schleuse,3
201201,Schleusenmeister,1
201201,Sechstes,1
201201,Seite,1
201201,Sozialhilfe,1
201201,Stand,1
201201,Steuertarife,1
201201,Tatsache,1
201201,Technologie,1
201201,Telefonates,9
201201,Unterabschnitt,1
201201,Verkehr,1
201201,Verringerung,1
201201,Vorgang,25
201201,Vorschriften,24
201201,Weiteren,3
201201,Wert,1
201201,Zahl,2
201201,Zeitraum,1
201201,Zone,1
201201,Zusendung,1
201201,§,121
201201,Übersendung,3
201202,Ablauf,9
201202,Abs,9
201202,Bundesländer,1
201202,Daten,2
201202,Dr.,1
201202,Ebene,1
201202,Erachtens,9
201202,Evakuierung,1
201202,Fertigstellungstermin,1
201202,Forschung,1
201202,Hiermit,1
201202,Jahr,3
201202,Karte,1
201202,Liste,2
201202,Mayakalender,1
201202,Monats,9
201202,Nr,9
201202,Passagen,1
201202,Regionen,1
201202,Satz,9
201202,Sozialgesetzbücher,1
201202,Sozialhilferichtlinien,3
201202,Sozialhilfeträgern,2
201202,Spitzenverbänden,1
201202,Status,1
201202,Studiengebühren,1
201202,Städte,2
201202,Umweltinformationsgesetz,9
201202,Verbesserung,9
201202,Vorschriften,9
201202,Zeit,1
201202,bewilligung,1
201202,Übersenden,1
201202,Übersendung,1
201203,Aktenauskunft,14
201203,Analysen,1
201203,Auflistung,1
201203,Auswahl,1
201203,Barium-Belastung,1
201203,Belastungen,1
201203,Bezirke,2
201203,BfS,3
201203,Buch,1
201203,Bundesbürger,1
201203,Datenbanken,2
201203,Dienstleisters,1
201203,Dienststelle,1
201203,Dokumentation,1
201203,Endlager,1
201203,Falle,1
201203,Gruppe,1
201203,Hintergrund,1
201203,Höhe,15
201203,Information,3
201203,Informationen,28
201203,Leistungen,4
201203,Löhne,1
201203,Naturschutzgebieten,1
201203,Posteingängen,2
201203,Projektes,2
201203,Regelbedarf,2
201203,Rentner,1
201203,Richtlinien,2
201203,Ringversuch,1
201203,Teil,2
201203,Umfeld,1
201203,Unterstützung,1
201203,Untersuchungen,1
201203,VIG,14
201203,Verbesserung,14
201203,Verbrauchern,1
201203,Vergleich,1
201203,Website,1
201203,Zahlen,1
201203,Übermittlung,1
201204,Anhörungen,1
201204,Antrag,6
201204,Antragstext,1
201204,Arbeit,1
201204,Aussage,1
201204,BNetzA,1
201204,Bahn,6
201204,Beratung,2
201204,Bericht,2
201204,Bespitzelung,1
201204,Bundesverkehrsministerium,1
201204,Dimension,1
201204,Dr.,3
201204,Eisenbahnnetz,1
201204,Entwurf,2
201204,Erkenntnisse,1
201204,Erweiterung,1
201204,Förderprojekt,1
201204,Gesetzes,6
201204,Gruppen,1
201204,Herren,1
201204,Honorarprofessor,1
